,name,address,postalCode,latitude,longitude,categories
66,New Hope Church, , ,40.46969629272214,-80.03002661332764,"yes building, place_of_worship amenity"
67,Holy Ghost Byzantine Church, , ,40.46641441962358,-80.03197021393458,"yes building, place_of_worship amenity"
68,Claude's Chalfant Place Bar & Grill, , ,40.4083074,-79.8409327,bar amenity
69,Mount Washington Post Office, , ,40.4305755,-80.0069519,post_office amenity
70,Urban Assault,"1217, Laurel Hill Road",15057,40.37007038265491,-80.2254114019603, 
71,The Healing Temple, , ,40.3699224,-79.8444058,place_of_worship amenity
72,Food Services,"8, South 13th Street",15203,40.43039153375961,-79.98483919999532,yes building
73,Food Services,South 13th Street,15203,40.431145137527594,-79.98587243412989,yes building
74,- building, , ,40.31821284811272,-80.04029947096242,yes building
75,Park Elementary School,"4102, Main Street", ,40.38219457730701,-79.9060220069149,school building
76,Plea Development Preschool, , ,40.4420348,-79.8844167,school amenity
77,Saint Josephs Cemetery, , ,40.3975692,-80.0931109,grave_yard amenity
78,Saint Sava Church Hall, , ,40.35050530649787,-79.83399289125192,yes building
79,Pittsburgh Urban Christian School, , ,40.4414096,-79.8826896,school amenity
80,Plum Creek Cemetery, , ,40.4917347,-79.749491,grave_yard amenity
81,Saint James Catholic School, , ,40.5374209,-80.1846866,school amenity
82,Pronto Soccer Complex, , ,40.53927596738468,-80.2408621895553, 
83,Oakmont Candle Company, , ,40.522213411885005,-79.84310201053022,commercial building
84,Trinity Hall (DU), , ,40.43650820653979,-79.99385997541178,"yes building, university amenity"
85,Brgr, , ,40.4599664,-79.9254348,"restaurant amenity, burger cuisine"
86,Electrical Engineered Products,"85, Terence Drive", ,40.33184983695056,-79.97217649898474,commercial building
87,McClellan Elementary School,"360, School Lane", ,40.32976942369868,-79.97051726424706,"school building, school amenity"
88,Walgreens, , ,40.459293,-79.9267572,convenience shop
89,Spoon, , ,40.460046,-79.9252283,restaurant amenity
90,Doney's,"922, 4th Avenue",15108,40.51884083195524,-80.16525280387563,yes building
91,Sheetz, , ,40.427249439797365,-79.7208388888757,"roof building, fuel amenity"
92,Pioneer Mechanical Services,"938, 4th Avenue",15108,40.518429066829775,-80.1646144270705,commercial building
93,Masterwork Paint & Decorating Centers,"5739, Centre Avenue",15206,40.45805721868492,-79.93247823408174,"paint shop, retail building"
94,Rite Aid,"1804, Golden Mile Highway",15239,40.446602952473214,-79.71317976023686,"retail building, pharmacy amenity"
95,Handyman,"521, Brookline Boulevard",15226,40.3960316,-80.0226872, 
96,Salon Canova,"515, Brookline Boulevard",15226,40.396164,-80.0230327,beauty shop
97,Brentwood Library, , ,40.3749799,-79.9749352,library amenity
98,Braddock Carnegie Library, , ,40.4013336,-79.8656608,library amenity
99,Fire Station Number 28,"1426, Beechview Avenue",15216,40.41313545,-80.02516835,"house building, fire_station amenity"
100,Carnegie Library of Allegheny, , ,40.4392024,-79.9972654,library amenity
101,Armstrong Kover Kwick,"401, Sproul Street",15136,40.47248375885745,-80.05449188328888,yes building
102,Holy Trinity Priory, , ,40.4431242,-79.8064366,place_of_worship amenity
103,The Commonplace Coffeehouse, , ,40.4381944,-79.9219012,"cafe amenity, coffee_shop cuisine"
104,Shady Grove,"5500 # 3, Walnut St",15232,40.4508239,-79.9335213,bar amenity
105,Saint John Lutheran Church of Swissvale, , ,40.422296231619256,-79.89171854695014,"yes building, place_of_worship amenity"
106,Rosedale Beach Club, , ,40.48179495,-79.8416993, 
107,Subway, , ,40.4283763,-79.9766352,"fast_food amenity, sandwich cuisine"
108,7Up, , ,40.5181503,-80.1628241,vending_machine amenity
109,Airport Safe & Lock, , ,40.5180486,-80.1622978, 
110,Coca-Cola, , ,40.5181439,-80.1628077,vending_machine amenity
111,Pepsi, , ,40.5181467,-80.162815,vending_machine amenity
112,7-Eleven,"429, Wood Street",15222,40.44026,-80.0008691,convenience shop
113,Carnegie Library of McKeesport, , ,40.34530022083967,-79.85516718241095,"public building, library amenity"
114,Escobar,"2019, East Carson Street",15203,40.42872378435306,-79.97679263640794,"yes building, bar amenity"
115,Cory Village Cafe, , ,40.5180802,-80.1623654,cafe amenity
116,Diocese of Pittsburgh Synod Hall, , ,40.447617164656094,-79.94631778149342,yes building
117,Starbucks, , ,40.41905326543182,-80.0456922992244,"yes building, cafe amenity"
118,South Hills Art Center, , ,40.3920827,-80.0170767, 
119,Crossroads Preschool, , ,40.4396239,-80.1923517,school amenity
120,Denise, , ,40.39963760941209,-79.99899333238771, 
121,Pittsburgh High School for Creative and Performing Arts, , ,40.4564577,-79.8883835,school amenity
122,McNeilly, , ,40.37755638588183,-80.00486754312108, 
123,Killarney, , ,40.373811494104054,-80.0079502813521, 
124,McDonald's,"4849, McKnight Road",15237,40.52859739887814,-80.00832074255143,"yes building, fast_food amenity, burger cuisine"
125,Willow, , ,40.36535416586026,-80.02635989522375, 
126,Dobratz Machine Company,"100, 55th Street",15201,40.48390873100404,-79.9507825177754,yes building
127,Fisher Hall, , ,40.438231269553754,-79.99224909140467,yes building
128,Duquesne University, , ,40.438205429588415,-79.99207884812296,university amenity
129,Family Dollar, , ,40.47580083340603,-80.0307614110717,"variety_store shop, retail building"
130,The Mall at Robinson, , ,40.45431814319609,-80.15750522210162,"mall shop, yes building"
131,La Felice Pizza & Pasta,"3324, Babcock Boulevard",15237,40.53350232027675,-80.01845581524921,"yes building, restaurant amenity, italian cuisine"
132,Michele Mancini Hair Designs,"3345, Babcock Boulevard", ,40.53451111775129,-80.0198401946836,"hairdresser shop, commercial building"
133,Nalley Insurance Agency,"3349, Babcock Boulevard", ,40.5349455341925,-80.02014623104421,commercial building
134,UPMC Oakland, , ,40.441484231929614,-79.96048199491649,hospital amenity
135,Dormition of the Blessed Virgin Mary Russian Orthodox Church,"330, Shaw Avenue",15132,40.34937360498591,-79.8633127400464,"church building, place_of_worship amenity"
136,Junior's,"705, 5th Avenue",15108,40.52051500000001,-80.17138665,"yes building, restaurant amenity"
137,B-J Maintenance Company, , ,40.534596915194896,-80.01899708428132,commercial building
138,10, , ,40.52723525716089,-79.82404626814984, 
139,First National Bank, , ,40.4403932,-79.9584206,bank amenity
140,Andrew Drive Community, , ,40.53229998963186,-79.9850187667126, 
141,Manno's Automotive, , ,40.550630434343226,-79.95997135025787,"car_repair shop, commercial building"
142,99 Gladstone, , ,40.441656430134216,-79.937735842465,yes building
143,Boyce Mayview Park, , ,40.32690348783505,-80.10358649221186, 
144,Carol Ann's Corner Store,"2, George Street",15136,40.47558998166283,-80.06024314287633,"convenience shop, yes building"
145,Number Garden, , ,40.44140961278765,-79.94247831761346, 
146,Mt. Lebanon Christian Church,"367, Cedar Boulevard",15228,40.37775155987173,-80.05465874782085,"church building, place_of_worship amenity"
147,Primanti Brothers, , ,40.4507135,-79.9855632,restaurant amenity
148,Joe Natoli Field, , ,40.483924268859404,-79.92571963728292, 
149,"PDS Industries, Inc.", , ,40.33314632291431,-79.71423077293946,yes building
150,Heth's Playground, , ,40.47746644232173,-79.92767581551388, 
151,Franklin Primary Center,"220, East Oliver Road",15120,40.389935157822826,-79.89836923720058,"school building, school amenity"
152,Automatic Manufacturing, , ,40.4118018,-79.8410051,manufacture building
153,NY Nails,"1130, Perry Highway",15237,40.5475892,-80.0354764,beauty shop
154,Spinner Field Park, , ,40.36472501582286,-80.08817802874103, 
155,Pilot, , ,40.3489212,-79.9267264,fuel amenity
156,Flavour House Vapes, , ,40.5478339,-80.0355559,e-cigarette shop
157,Jeff Edwards Gallery, , ,40.34530261024356,-80.02703537660082,"frame shop, yes building"
158,O'Hara Student Center, , ,40.44472605452577,-79.95725906603533,university building
159,Thackeray Hall, , ,40.44435977876462,-79.95718922543242,university building
160,Northgate Junior-Senior High School Library, , ,40.52451,-80.03256,library amenity
161,Chalfant Borough Hall,"144, Lynnwood Avenue",15112,40.408606471320915,-79.83870164926066,"yes building, public_building amenity"
162,Albright United Methodist Church,"486, S Graham St",15232,40.45672060846293,-79.9368899944185,"yes building, place_of_worship amenity"
163,First Baptist Church, , ,40.326411,-79.890377,place_of_worship amenity
164,Chatham Village, , ,40.429749627422794,-80.01704929419896, 
165,Mandarin Gourmet, , ,40.4392199,-80.0015647,restaurant amenity
166,South Hills Junction, , ,40.4212323,-80.0068646, 
167,Body Work by Cindy,"7777, McKnight Road", ,40.547354,-80.0182817,beauty shop
168,Park Bruges,"5801, Bryant Street",15206,40.4761661,-79.920538,restaurant amenity
169,Luigi's,"531, Lincoln Avenue",15202,40.49586147895033,-80.05689097098882,"retail building, restaurant amenity, italian cuisine"
170,Pendergast Law Firm,"541, Lincoln Avenue", ,40.496066120478325,-80.05704257381093,retail building
171,Fire Station Number 6, , ,40.4649045,-79.9580785,fire_station amenity
172,America's Cash Express,"7773, McKnight Road", ,40.5471891,-80.0182698,"yes shop, bank amenity"
173,Pizza (412), , ,40.39239123463697,-79.99757653361031,"retail building, restaurant amenity, pizza cuisine"
174,P.F. Chang's China Bistro, , ,40.439479695929286,-80.15046945149174,"commercial building, restaurant amenity, chinese cuisine"
175,Giant Eagle, , ,40.44186757055144,-80.15131432132074,"supermarket shop, yes building"
176,Alboz Auto Sales & Service, , ,40.39778983468236,-79.99990409359903,"car shop, yes building"
177,Tapas Inspired Handiworks, , ,40.5412216,-80.1819241,yes shop
178,Cusumano Insurance, , ,40.3388022,-79.9568144, 
179,CJOnson, , ,40.3400636,-79.9641797,massage shop
180,High Cliff Elementary School, , ,40.5248152,-80.0558421,school amenity
181,Saint John of God Elementary,"3, Desiderio Way",15136,40.475607072579976,-80.06649566212307,"yes building, school amenity"
182,Sickman School, , ,40.3414585,-79.9839407,school amenity
183,Upper Saint Clair Township Police Department, , ,40.3336463,-80.0718537,police amenity
184,Sanford B Shaffer Elementary School, , ,40.42994200044821,-79.84264183014474,school amenity
185,Tuesday Morning, , ,40.3307977,-79.9438673,houseware shop
186,Subway, , ,40.3329916,-79.9440604,"fast_food amenity, sandwich cuisine"
187,Tender Care Learning Center, , ,40.33388690515021,-80.02284369492158,"commercial building, kindergarten amenity"
188,Arby's, , ,40.33392026117821,-80.02361864209009,"commercial building, fast_food amenity, sandwich cuisine"
189,Shannopin Country Club, , ,40.51472171940374,-80.06155820485247, 
190,Westinghouse Park Shelter, , ,40.45253796081308,-79.90284099622444,yes building
191,Valvoline, , ,40.33488945,-79.9475534,"car_repair shop, commercial building"
192,"Walls, Floors & More", , ,40.3562288,-80.0286612,kitchen shop
193,South Taylor Environmental Park, , ,40.353038573837374,-79.94844372080277, 
194,Hazelwood Greenway, , ,40.41075402102457,-79.93530127772011, 
195,Concordia Lutheran Church, , ,40.3799818,-79.9753321,place_of_worship amenity
196,Dollar Bank,"500, Clairton Boulevard", ,40.3342997987564,-79.94724787102088,"commercial building, bank amenity"
197,Gordon Food Service Store,"510, Clairton Boulevard", ,40.3338356438851,-79.94710618290802,"yes shop, retail building"
198,Michael's Bridal, , ,40.5482207,-80.0356997,clothes shop
199,Magee-Womens Research Institute,"204, Craft Avenue",15213,40.436682846680576,-79.96312334357248,yes building
200,Mount Nazareth Learning Center, , ,40.5089334,-80.0421948,school amenity
201,Former Penn Hills Library, , ,40.48212868738262,-79.81539727684189,"yes building, library amenity"
202,Houlihan's, , ,40.4332684,-80.0044597,"restaurant amenity, american cuisine"
203,Sesame Inn, , ,40.4331051,-80.0042666,"restaurant amenity, asian cuisine"
204,Freeport Rd at #1050, , ,40.4873176,-79.8844637, 
205,Hard Rock Cafe, , ,40.4339707,-80.0049211,"restaurant amenity, american cuisine"
206,Huntington Learning Center, , ,40.4442466,-80.1472626,school amenity
207,Burgatory, , ,40.4461775,-80.0108803,restaurant amenity
208,Bar Louie, , ,40.4462242,-80.0106189,restaurant amenity
209,JCPenney, , ,40.3376616,-79.9464996,department_store shop
210,Southern Tier Brewing Co., , ,40.4462344,-80.0103426,pub amenity
211,Simple Sol, , ,40.3835794,-80.0439735, 
212,Elixir Hair Artistry & Design,"520, Washington Road",15228,40.3836234,-80.0439654,hairdresser shop
213,Alfa Dentistry / John Aronson DMD,"528, Washington Road",15228,40.3834609,-80.0440573,dentist amenity
214,Moda Donatella,"520, Washington Road",15228,40.3835375,-80.0439842, 
215,Mt. Lebanon Fire Department,"555, Washington Road",15228,40.3835488,-80.0435799,fire_station amenity
216,Babb Orthodontics,"528, Washington Road",15228,40.3834323,-80.0440633,dentist amenity
217,Crossfit Mt. Lebanon,"427, Washington Road",15228,40.3860454,-80.0434927, 
218,Mecka Fitness,"439, Washington Road",15228,40.3857492,-80.0436885, 
219,St Nicholas Greek Orthodox Cathedral,"419, South Dithridge St",15213,40.444646426557945,-79.94993666154402,"yes building, place_of_worship amenity"
220,Sheetz, , ,40.434927050000006,-79.73250955,"roof building, fuel amenity"
221,Highwood Cemetery, , ,40.473097505124045,-80.02232314785086, 
222,Saint Paul of the Cross Monastery, , ,40.4229786553994,-79.98378749764386,"yes building, place_of_worship amenity"
223,UPMC East,"2775, Mosside Boulevard",15146,40.4367222691013,-79.75970523454326,hospital amenity
224,Garzonys, , ,40.51649964232375,-80.22147806340253,"car_repair shop, yes building"
225,Allegheny General Hospital Suburban Campus, , ,40.49475996580359,-80.06054857701696,"hospital building, clinic amenity"
226,Esser's Floral Shop,"1122, East Carson Street",15203,40.42861061183467,-79.98654240001933,"florist shop, yes building"
227,First National Bank,"1114, East Carson Street",15203,40.42856591279289,-79.98682899888082,"yes building, bank amenity"
228,By George Hair Stylists, , ,40.3634191,-79.9835721,hairdresser shop
229,UPARC C9, , ,40.54563804300083,-79.82737071339763,industrial building
230,Rehoboth Assembly Church, , ,40.3721718,-79.9823007,place_of_worship amenity
231,International Food Emporium, , ,40.3671304,-79.9844062,yes shop
232,Auto Addictions, , ,40.3738372,-79.9826306,car_parts shop
233,Schurmans, , ,40.5244117571455,-80.15509026048605,manufacture building
234,Molyneaux, , ,40.4479004,-79.7135637,carpet shop
235,Gifts of Joy, , ,40.4479902,-79.7135623,gift shop
236,Aaron's, , ,40.5229203,-80.0049228,electronics shop
237,Get-Go,"408, Penn Avenue",15221,40.44489846960913,-79.88918730205522,"convenience shop, retail building"
238,Townsend's Sweet Shoppe,"1369, Center Avenue", ,40.5171331,-80.0442086,confectionery shop
239,Tip & Renee's,"1367, Center Avenue", ,40.5171986,-80.0441942,hairdresser shop
240,Castellano's Barber Shop,"1365, Center Avenue", ,40.5172486,-80.0441859,hairdresser shop
241,Shell, , ,40.518423350000006,-80.0318859,"roof building, fuel amenity"
242,Saint Thomas Lutheran Church, , ,40.47569651784437,-80.02970062937584,"yes building, place_of_worship amenity"
243,Pennsylvania Fish and Boat Commission - Deer Creek/Harmarville Access area, , ,40.534988146552934,-79.84102398870209, 
244,Walmart Supercenter,"100, Walmart Drive",15137,40.386957644172504,-79.82475871915122,"department_store shop, yes building"
245,Great Valley Shopping Center, , ,40.385284678180746,-79.82069766683703,"mall shop, yes building"
246,Old Lang Signs, , ,40.5131649,-80.09485325,yes building
247,TBD Park, , ,40.52812692324506,-79.84066653597206, 
248,Great Valley Shopping Center, , ,40.38426785896068,-79.8214346807872,"mall shop, yes building"
249,The Church of Jesus Christ of Latter-day Saints, , ,40.4588704,-79.724259,place_of_worship amenity
250,Haymaker Pool,"106, Penn Lear Drive",15146,40.40013517128176,-79.76032185199894, 
251,Haymaker Swim and Racquet Club,"106, Penn Lear Drive",15146,40.400312408341755,-79.76046895564713,yes building
252,Haymaker Tennis Courts, , ,40.40043905000001,-79.76092285000001, 
253,Saint Josephs Cemetery, , ,40.5091844990803,-79.8271366861047,grave_yard amenity
254,Penn Hills Baptist Church, , ,40.4894694,-79.8193012,place_of_worship amenity
255,Penns Woods United Methodist Church, , ,40.3359729,-79.771438,place_of_worship amenity
256,McNaugher Memorial United Pentecostal Church, , ,40.46064849152562,-80.0029506627813,"yes building, place_of_worship amenity"
257,Sheetz,Lincoln Highway, ,40.345781117193205,-79.76552459524959,commercial building
258,Parkside Building I,"3025, Jacks Run Road", ,40.34496011214162,-79.79710765869699,commercial building
259,Logan, , ,40.3113227,-80.0333503, 
260,Logan, , ,40.3113264,-80.0333061, 
261,King's School, , ,40.3081575,-80.0332421, 
262,Sarah, , ,40.3156123,-80.0299863, 
263,Cheswick Presbyterian, , ,40.5415147,-79.800724,place_of_worship amenity
264,Orient Express,"4609, Forbes Ave",15213,40.44467945438347,-79.94818743281095,"retail building, fast_food amenity, chinese cuisine"
265,Second Baptist Church, , ,40.463933,-79.887251,place_of_worship amenity
266,James Dean Auto Works,"579, Jacks Run Road", ,40.491941600000004,-80.0442816,"car_repair shop, commercial building"
267,Frank Curto Park, , ,40.45119268674767,-79.97762670581294, 
268,Shalom Apostolic Church, , ,40.4415215,-79.8859812,place_of_worship amenity
269,Sheraden Community Presbyterian Church, , ,40.4543587,-80.060193,place_of_worship amenity
270,Rooney Field, , ,40.435439488161165,-79.99004866968131, 
271,South Hills Country Club,"4305, Brownsville Road",15236,40.358325747752254,-79.98653232032946, 
272,Fay Park, , ,40.50091992372361,-79.88552983607264, 
273,A.J. Palumbo Center (DU), , ,40.43723145743898,-79.9878020380419,yes building
274,First National Bank,420, ,40.48042096894257,-79.97367872008955,"commercial building, bank amenity"
275,Hahn Funeral Home,"123, North Avenue",15209,40.48048899470856,-79.97571561934019,"funeral_directors shop, yes building"
276,Subway, , ,40.478496700416,-79.97010519165853,"retail building, fast_food amenity, sandwich cuisine"
277,Monro Muffler, , ,40.5282648,-80.0064232,car_repair shop
278,Veterans of Foreign Wars Memorial, , ,40.4039937,-79.8904595, 
279,Rite Aid,"1121, Bower Hill Road",15243,40.37506162227284,-80.0692938766204,"yes building, pharmacy amenity"
280,South Hills Village, , ,40.3393603,-80.0530531, 
281,South Hills Village, , ,40.3393217,-80.0530393, 
282,Bellevue Beer, , ,40.490907299999996,-80.06093415000001,"alcohol shop, retail building"
283,Valvoline Instant Oil Change,Ohio River Boulevard, ,40.490568509535336,-80.06048495101699,"car_repair shop, commercial building"
284,McBubbles Car Wash, , ,40.492945111153205,-80.0630934125231,"retail building, car_wash amenity"
285,Mower Rescue,"1569, Ohio River Boulevard", ,40.4926781,-80.06253209999998,"yes shop, commercial building"
286,McDonald's, , ,40.492126091722135,-80.0621974259436,"retail building, fast_food amenity, burger cuisine"
287,Rite Aid,"109, Allegheny River Boulevard",15139,40.512678441496774,-79.84285625467116,"yes building, pharmacy amenity"
288,Ohio Township Elementary School, , ,40.5422902,-80.0936679,school amenity
289,Wesley Center African Methodist Episcopal Zion Church, , ,40.4473468,-79.9674384,place_of_worship amenity
290,Walton United Methodist Church, , ,40.4253591,-79.97825,place_of_worship amenity
291,Harts Run Service & Sales,"3462, Harts Run Road",15116,40.5496478,-79.9146093,car_repair shop
292,Saint John the Baptist Ukrainian Church Social Hall, , ,40.34483527766511,-79.82988690016533,"church building, social_centre amenity"
293,Oval Shelter, , ,40.4311606,-79.9444043,shelter amenity
294,Burger King, , ,40.5209134,-79.8140243,"fast_food amenity, burger cuisine"
295,Auntie Anne's, , ,40.5208705,-79.8138767,bakery shop
296,A-Plus Mini Market, , ,40.5210275,-79.8137856,convenience shop
297,Starbucks Coffee, , ,40.5210785,-79.8138995,"coffee shop, cafe amenity"
298,Spartan Pharmacy, , ,40.3725723,-79.9823356,pharmacy amenity
299,Papaya, , ,40.4497304,-80.1746158,"restaurant amenity, asian cuisine"
300,Sit Means Sit Dog Training, , ,40.3696644,-79.9831402,pet shop
301,Juba Hair Braiding & Boutique, , ,40.3672449,-79.9843419,hairdresser shop
302,East Liberty Station, , ,40.459485793568085,-79.92272382519799, 
303,Petersen Events Center Lawn, , ,40.444733956780766,-79.96185750728195, 
304,Petersen Events Center, , ,40.443761567947156,-79.96227014604418,university building
305,Chatham University, , ,40.44877159175573,-79.92490220291111,university amenity
306,Bottom Dollar Food, , ,40.32755121800689,-79.83862669187081,"supermarket shop, retail building"
307,Pittsburgh Union Station,"1100, Liberty Avenue",15222,40.44508468413573,-79.99147223057211,roof building
308,Mowry Park, , ,40.32148866807517,-79.96231154380702, 
309,Wilkinsburg Pennsylvania Railroad Station, , ,40.44341281068073,-79.88671552936758,yes building
310,Freeport Rd opp Rt 910, , ,40.5368524,-79.8393588, 
311,Baseball Field, , ,40.34076704642254,-79.82652798757513, 
312,Avalon Veterinary Hospital,"120, Elizabeth Avenue",15202,40.49618348033318,-80.06633570828878,"commercial building, veterinary amenity"
313,CVS, , ,40.4447349,-79.7141084,"retail building, pharmacy amenity"
314,Diocesan Council For Catholic Women, , ,40.4398576,-80.0021801,yes building
315,Magee Playground, , ,40.425293943330665,-79.93742869043513, 
316,Colfax Elementary School Library, , ,40.4333523,-79.9143771,library amenity
317,Mini Mart, , ,40.50391688765095,-80.07522976480233,"roof building, fuel amenity"
318,3 Rivers Restaurant, , ,40.44203126134823,-80.00625157117707,restaurant amenity
319,Holy Cross School, , ,40.327014,-79.8903268,school amenity
320,Dickson Intermediate School Library, , ,40.4233749,-79.892556,library amenity
321,Fort Pitt Museum, , ,40.44070906309478,-80.00967747957452,yes building
322,Fort Pitt Block House, , ,40.44119789973252,-80.0098249972833,yes building
323,Cricket,"605, Lincoln Avenue", ,40.496749,-80.0586384,mobile_phone shop
324,Family Dollar,Lincoln Avenue, ,40.4967966,-80.0587468,variety_store shop
325,Fort Pitt Flag Bastion, , ,40.440020448356385,-80.00866335482102, 
326,Monroeville Community Pool,"1100, Abers Creek Road",15146,40.41059719524598,-79.7271176967668, 
327,First Baptist Church, , ,40.4486801,-79.9561631,place_of_worship amenity
328,Gateway View Plaza, , ,40.44219263241138,-80.02153267976513,yes building
329,Dollar General,"926, 5th Avenue",15108,40.517785559158256,-80.16567866632751,"variety_store shop, yes building"
330,H&R Block,"936, 5th Avenue",15108,40.517680935901424,-80.16532734351902,yes building
331,Abyssinian Capernaum Baptist Church, , ,40.452839,-79.8928538,place_of_worship amenity
332,KMart, , ,40.5163022,-80.0364253,department_store shop
333,Yueng's House, , ,40.52066686781574,-80.0333637534623,"retail building, restaurant amenity, asian cuisine"
334,Prospect Elementary School Library, , ,40.4276855,-80.0103022,library amenity
