,name,address,postalCode,latitude,longitude,categories
58,Blk 17A, , ,1.346428076997086,103.68791243534838,yes building
59,Blk 18C, , ,1.345716533491851,103.68879066792394,yes building
60,Blk 17D, , ,1.346059096539257,103.68789972999211,yes building
61,Eunos Crescent Market and Hawker Center, , ,1.320339557921465,103.90425883422571,"commercial building, food_court amenity"
62,Forum Office Tower, , ,1.305913667967048,103.82874413625214,commercial building
63,Menara Aqabah, , ,1.467042759904578,103.90225923955624,yes building
64,West Coast Town Council,"255, Jurong East Street 24", ,1.3487653,103.7193138,public_building amenity
65,Wellness Hair Spa,Jalan Sultan, ,1.302516,103.8615532,beauty shop
66,Trinity Theological College, , ,1.361489974845604,103.76878044268707,"yes building, college amenity"
67,Duo Duo's Home Foot Spa,"57, Jalan Sultan", ,1.3025769999999999,103.8615209,beauty shop
68,Silk Spa,Jalan Sultan, ,1.3025433,103.8615352,beauty shop
69,Xi Yuan Foot Spa,Jalan Sultan, ,1.302951,103.8612712,beauty shop
70,Hillview Heights, , ,1.36144021047789,103.76547839212789, 
71,Maison Kayser Raffles Place,"63, Chulia Street",049514,1.2849337,103.849759,cafe amenity
72,Former Clementi Park, , ,1.326432150381157,103.77073112853901, 
73,119, , ,1.35618008230178,103.89298680372657,yes building
74,121, , ,1.356588283850956,103.89307194609138,yes building
75,Xing Nan Primary School,"5, Jurong West Street 91",649036,1.342661335211477,103.68746322252454,school amenity
76,Golden Pagoda Buddhist Temple, , ,1.368245050000001,103.93021020000002,yes building
77,Parkway Pantai Wellness, , ,1.426385954188657,103.63474492449654,"yes building, hospital amenity"
78,Kebayan, , ,1.457709114239158,103.9120875998361,"yes building, food_court amenity"
79,Tampines9, , ,1.3433331709443581,103.94436496209522,yes building
80,NTUC Fairprice, , ,1.3376497,103.9219501,supermarket shop
81,Tampines Biz Hub, , ,1.342561745428362,103.94496416462229,yes building
82,37A, , ,1.338737883098893,103.94219565417636,yes building
83,Bedok Interchange Hawker Centre, , ,1.324614,103.9305705,food_court amenity
84,Sungei Buloh Wetland Reserve Visitor Centre, , ,1.440254900263708,103.73536375570387,yes building
85,43, , ,1.337962126142616,103.94131121134413,yes building
86,Samundar Indian Fusion Crusine & Bar, , ,1.249725752464537,103.82160829432026,"yes building, restaurant amenity, indian cuisine"
87,Amp Capital,"1, Kallang Way 2A", ,1.322911607648142,103.87727921285381,yes building
88,Infineon Technologies,"8, Kallang Sector", ,1.32434130702732,103.87331294548271,yes building
89,TECH Semiconductor, , ,1.431446524406162,103.76693716295392, 
90,Woodlands Fire Station,"1, Woodlands Industrial Park D Street 2",738782,1.430654977597936,103.76233969356272,fire_station amenity
91,Baxter, , ,1.429075227482115,103.76389669787132, 
92,12D,"12D, Marsiling Lane",730012,1.441087943294709,103.77840799363535,yes building
93,249, , ,1.391709928551039,103.89927688706331,yes building
94,e-canteen, , ,1.2896397,103.7787485,"restaurant amenity, international cuisine"
95,312B, , ,1.39171607148206,103.88555551428381,yes building
96,311D,"311D, Anchorvale Lane",544311,1.391885687129404,103.88471608448097,yes building
97,314B, , ,1.391132856243134,103.88871765845523,yes building
98,309B, , ,1.391348188827662,103.88593332578795,yes building
99,318A, , ,1.3938194547345741,103.88962000172148,yes building
100,317B, , ,1.393973048921021,103.88838698522628,yes building
101,315C, , ,1.3925585859642131,103.88795142633998,yes building
102,318B, , ,1.393906005614309,103.8890801116168,yes building
103,Sing Wo Chicken Rice,Selegie Road, ,1.3017178,103.8501149,fast_food amenity
104,Blk 703, , ,1.39135729019227,103.74596853595757,yes building
105,Blk 704, , ,1.390708610495533,103.74573292082886,yes building
106,Blk 705, , ,1.390469671485656,103.74617055614551,yes building
107,Blk 706, , ,1.390445277881937,103.74690797287516,yes building
108,Blk 707, , ,1.390569921840569,103.74720465734698,yes building
109,Blk 708, , ,1.391505921108974,103.74691191783302,yes building
110,Blk 751, , ,1.392388214533185,103.74784630059916,yes building
111,Blk 752, , ,1.3923670621263151,103.74745368854329,yes building
112,Superpet,"11, Tuas Basin Link", ,1.317879819276739,103.65139841090067,yes building
113,OCBC, , ,1.2769665,103.8313333,atm amenity
114,Bishan-Ang Mo Kio Park, , ,1.365983636093159,103.83449399855388, 
115,32, , ,1.35104895460122,103.89173300359508,yes building
116,X-Clusive Living,Jalan Besar, ,1.3090606999999999,103.8575287,interior_decoration shop
117,Meng Motor Co,Jalan Besar, ,1.3089873,103.8574868,motorcycle shop
118,Authentic Mun Chee Kee King of Pig's Organ Soup,Jalan Besar, ,1.3087971999999999,103.8573346,restaurant amenity
119,Eugene Saddlery,Jalan Besar, ,1.3086948999999999,103.8572848, 
120,Adamas Bathroom Pte Ltd,"201, Jalan Besar", ,1.3086687,103.8572599,bathroom_furnishing shop
121,Northeast Traditional Therapy Centre,Jalan Besar, ,1.3073953999999999,103.8564755,spa amenity
122,Poh Seng Hardware Enterprise Pte Ltd,Jalan Besar, ,1.3072458999999998,103.8563719,hardware shop
123,Golden Mile Complex, , ,1.302788182782289,103.86520076788221,yes building
124,St John HQ, , ,1.301716332314174,103.86315769045797,yes building
125,Golden Mile Tower, , ,1.301861019805687,103.86392718351806,yes building
126,565, ,560565,1.369543199171458,103.85820340501245,yes building
127,564, ,560564,1.36986362014686,103.8592302464254,yes building
128,540, , ,1.375212672812198,103.85547595490911,yes building
129,541, , ,1.374125682176338,103.8554926344275,yes building
130,563, ,560563,1.369861259730529,103.85805067629634,yes building
131,562, ,560562,1.3701691096558681,103.85906765152652,yes building
132,892A, , ,1.348800895647831,103.92979370125364,yes building
133,891, , ,1.349156879071996,103.9311656621639,yes building
134,888, , ,1.3507963859559031,103.93115188939755,yes building
135,887, , ,1.350382313975423,103.93187914076944,yes building
136,888A, , ,1.350557916259897,103.93093866601815,yes building
137,892, , ,1.349039609648879,103.92934648402277,yes building
138,125, , ,1.438454981585855,103.77956933556652,yes building
139,123, , ,1.439070034633255,103.77919578608497,yes building
140,118, , ,1.43841324967778,103.7803747555913,yes building
141,Sheares Hall, , ,1.291278356172455,103.77568247325281, 
142,112, , ,1.438308319956771,103.78173369817804,yes building
143,104, , ,1.436446088341053,103.78160416664143,yes building
144,Sports Lifestyle Centre,"3500A, Bukit Merah Central",159837,1.281813111477502,103.81795528404861, 
145,Prince Edward, , ,1.2730204999999999,103.8464167, 
146,Bishan Summit Dog Park, , ,1.347428017246244,103.8503655452164, 
147,Marina Country Club, , ,1.41580245349532,103.89912745213465,yes building
148,meyer rd, , ,1.2987529,103.8859148,bank amenity
149,Chestnut Nature Park, , ,1.376134908915202,103.77941522563125, 
150,Grand Bluewave Hotel, , ,1.4610720988863322,103.76898293491284,yes building
151,Cut, , ,1.2841464,103.8590779,restaurant amenity
152,322, , ,1.445595020499646,103.81844826846599,yes building
153,Burger King, , ,1.3021723,103.8527679,fast_food amenity
154,Former Chapel, , ,1.250939570874197,103.83396530393698,yes building
155,Leng Kee Park, , ,1.287811376637839,103.81291150142664, 
156,United Square,"101, Thomson Road",307591,1.316944044190427,103.84369076688026,"mall shop, yes building"
157,Blk 6, , ,1.3475114569676752,103.68400654992426,yes building
158,Saint Joseph's Institution Junior,"3, Essex Road",309331,1.317532289249312,103.8462562244912,school amenity
159,Square 2, , ,1.320765315449728,103.84409107805796,"mall shop, yes building"
160,Sri Samudera (condo), , ,1.4615733,103.7449766,yes building
161,Aalst Chocolade,"26, Tuas Avenue 7", ,1.334686981586989,103.64336720769079,"yes building, restaurant amenity"
162,Checkpoint 19 - Camp 2 Back Gate Tombstone, , ,1.4189148999999999,103.9407073, 
163,"Rest point - kayak, chek jawa", , ,1.4080122,103.9897518, 
164,15, , ,1.300851268959621,103.75361899873893,yes building
165,21, , ,1.298111338401204,103.74978323065235,yes building
166,31, , ,1.2983829550130421,103.74463409874595,yes building
167,7, , ,1.303497564562155,103.7526041292831,yes building
168,15C, , ,1.29878215,103.75439705,yes building
169,511,511, ,1.372008151407961,103.88875099930463,yes building
170,Swift Precision Engineering Pte Ltd, , ,1.344663580884362,103.75030786369237,industrial building
171,515,515, ,1.372403283349937,103.88904684999969,yes building
172,J9, , ,1.30563327495587,103.72242171255566,yes building
173,516,516, ,1.372749783349938,103.8890445499997,yes building
174,Cassia Edge,Guillemard Road, ,1.311864265730042,103.88609811973723, 
175,C & P Hub 1, , ,1.311501285688931,103.729739116485,yes building
176,MobileOne, , ,1.325223716740732,103.74897717634812,yes building
177,Koh Grill & Sushi Bar, , ,1.3037323,103.83305,restaurant amenity
178,Fair Price, , ,1.315391,103.8985788,supermarket shop
179,Blk 326, , ,1.314399702347748,103.7663273833907,yes building
180,Blk 325, , ,1.315127400000005,103.76677415000002,yes building
181,226E,"226E, Ang Mo Kio Street 22", ,1.366479647503438,103.83980772065502,yes building
182,341,"341, Ang Mo Kio Street 32", ,1.3640824999999999,103.84826185000001,yes building
183,304,"304, Ang Mo Kio Street 31", ,1.366270340829526,103.84503736088125,yes building
184,Parc Life, , ,1.442998284346759,103.81889366633902, 
185,306A,"306A, Ang Mo Kio Street 31", ,1.36549235,103.84627989999998,yes building
186,253A,"253A, Ang Mo Kio Street 21", ,1.369839066052291,103.83417650858559,yes building
187,Kebun Baru FC, , ,1.367181057599424,103.84002213677812,yes building
188,306,"306, Ang Mo Kio Street 31", ,1.365730776089395,103.84575792482853,yes building
189,Ramen Play,"30, Tai Seng Street",534013,1.3344057999999999,103.8892217,"restaurant amenity, Ramen cuisine"
190,ITE College Central, , ,1.377822716914015,103.85658806846556,university amenity
191,Yellow Submarine, , ,1.3335725,103.8478567,"fast_food amenity, sandwich cuisine"
192,665, , ,1.419585319357176,103.84060718085681,yes building
193,Sparco, , ,1.319862573120453,103.65109425987553,yes building
194,21, , ,1.404964146172862,103.8179955266912,yes building
195,Jalan Selaseh Playground, , ,1.385604449344719,103.87338517808762, 
196,Soonsteel International, , ,1.320417942364545,103.65049765746312,yes building
197,Symphony Suites,"20, Yishun Avenue 9",768892,1.4354884,103.8437493,construction building
198,Seletar Terrace Playground, , ,1.381444718627987,103.86873568799398, 
199,Precinct pavillion, , ,1.329258060099141,103.88941092919883, 
200,SMF Institute of Higher Learning,"2985, Jalan Bukit Merah", ,1.282165260064864,103.82196359729156,university amenity
201,Teresa Ville, , ,1.276656882340866,103.82433540290371, 
202,660, , ,1.421695999999999,103.83996189999999,yes building
203,MINDS Fernvale Gardens School,"7, Fernvale Road",797635,1.3898236122962881,103.87514669491237,school amenity
204,Northpoint Bizhub,"2, Yishun Industrial Street 1",768159,1.436157450000001,103.84309850000001,commercial building
205,Cold Storage,Sunset Way, ,1.3235953,103.7675432,supermarket shop
206,Rain Oculus, , ,1.283877034760532,103.85863844390587, 
207,646, , ,1.42207525,103.83774030000001,yes building
208,NTUC FairPrice 24hr,131, ,1.2973691,103.8382998,supermarket shop
209,Duo Residences, , ,1.299832219504132,103.85866195912662,"mall shop, residential building"
210,Link across T6, , ,1.308523589663207,103.77931033830701,yes building
211,Bedok South Secondary School,"1, Jalan Langgar Bedok",468585,1.3251995666575271,103.95114016362929,school amenity
212,1045, , ,1.32072865,103.89680209999999,yes building
213,1047, , ,1.321458732651454,103.89667725018386,yes building
214,1030, , ,1.3227159,103.89854899999999,commercial building
215,1034, , ,1.3216865999999992,103.89895365,commercial building
216,1035,Eunos Avenue 5, ,1.3213354485782571,103.89905209795702,yes building
217,1037, , ,1.320764463493905,103.89894708416811,yes building
218,1042, , ,1.3211229,103.89787820000002,yes building
219,Airview Building,Maxwell Road, ,1.278977518811098,103.84498016443452,yes building
220,Manyang khex Community Guild,Peck Seah Street, ,1.278658567497817,103.84493436530231,yes building
221,Hub Synergy Point,"70, Anson Road", ,1.274023885374443,103.844664124074,yes building
222,Sky Suites@Anson,"8, Enggor Street", ,1.274616749108675,103.84472107049494,yes building
223,Nam Ann Siang Theon Medical Centre,Hougang Street 21, ,1.3586125,103.8875676,clinic amenity
224,Residence 6, , ,1.290641799192292,103.78159969029916,yes building
225,805, , ,1.417373803199319,103.83137645404447,yes building
226,810, , ,1.416092004638199,103.8316795461897,yes building
227,800, , ,1.418672565346221,103.83207316876117,yes building
228,803, , ,1.41813423672086,103.83163346918185,yes building
229,804, , ,1.4178667779632042,103.83157130687785,yes building
230,808, , ,1.416871007332452,103.83095274176776,yes building
231,812, , ,1.4169700897075441,103.832241533473,yes building
232,802, , ,1.418487008277432,103.83178534096413,yes building
233,807, , ,1.4166077405700221,103.83164080060332,yes building
234,811, , ,1.41638497525633,103.83216122009732,yes building
235,Ruins, , ,1.3462496,103.77818, 
236,SCAL Recreation Centre, , ,1.3326126999999999,103.6991516,yes building
237,Walls Ice Cream Outlet, , ,1.3038287,103.833581,ice_cream amenity
238,Woodlands Zone '3' RC, , ,1.4447759,103.7905541,yes amenity
239,Man Fatt Lam Buddhist Temple, , ,1.326663862786296,103.95039581035863, 
240,Ang Mo Supermarket, , ,1.3362867999999999,103.8480895,supermarket shop
241,Eastern House of Seafood,"55, Chai Chee Drive",460055,1.3269202,103.918891,"restaurant amenity, chinese;seafood;local cuisine"
242,Burger King, , ,1.3567461,103.9892933,"fast_food amenity, burger cuisine"
243,Belif, , ,1.3614893,103.9909789,beauty shop
244,Central Thai, , ,1.355947,103.9896482,"restaurant amenity, thai cuisine"
245,Burger King, , ,1.3611026,103.9909121,"fast_food amenity, burger cuisine"
246,Brewerkz,"30, Merchant Road",058282,1.2896733,103.8439308,pub amenity
247,Ananda Bhavan, , ,1.3538791,103.9887918,"restaurant amenity, indian cuisine"
248,Chocolates Candy Delicatessen, , ,1.3568934,103.9894412,deli shop
249,Cheers, , ,1.354283,103.9884402,convenience shop
250,Spice Garden, , ,1.2949229,103.8479877, 
251,2, , ,1.3031697999999992,103.73829665000001,yes building
252,36, , ,1.301080099999999,103.73844670000001,yes building
253,11, , ,1.3040692,103.7411023,yes building
254,Labrador Nature and Coastal Walk, , ,1.2720962,103.8027621, 
255,Old City Hall,"1, St Andrew's Road",178957,1.290480352059276,103.85164585345022,yes building
256,Labrador Nature and Coastal Walk, , ,1.2656749,103.8068334, 
257,Lush, , ,1.2961442,103.8587937,cosmetics shop
258,Lien Ying Chow Library, , ,1.333671,103.7768807,library amenity
259,Four Leaves, , ,1.3337565,103.776741,bakery shop
260,Temasek Polytechnic, , ,1.345205349269077,103.9317124106784,university amenity
261,Jin Fu Gong Tp, , ,1.452729925381018,103.80062788730105,yes building
262,Ching Chwee Tp, , ,1.452477769109144,103.8007303985558,yes building
263,University Hall (Tan Chin Tuan Wing), , ,1.297219498845998,103.77743318563198,yes building
264,Community information board, , ,1.4027043,103.9701831, 
265,University Hall (Lee Kong Chian Wing), , ,1.297010666399548,103.77784948500793,yes building
266,Blk 119, , ,1.286097227009404,103.80485984049632,yes building
267,Super Heroes Cafe, , ,1.2858906,103.8602153,cafe amenity
268,LT 13, , ,1.295062286162888,103.7708966653953,yes building
269,Alexandra Village Food Centre,"Blk 120, Jalan Bukit Merah",150120,1.286294583759955,103.80449470158827,"yes building, restaurant amenity"
270,Google Data Center, , ,1.351267532424293,103.70952343420801,industrial building
271,SuperDry, , ,1.3022095999999999,103.8364346,clothes shop
272,Ang Mo Kio Swimming Complex, , ,1.363118396903332,103.84981462214864,yes building
273,United World College,"1, Tampines Street 73",528704,1.358273893160173,103.93140034972171,yes building
274,EF Singapore,"15, Carpenter Street", ,1.288294132422598,103.84792804873334,yes building
275,Jalan Bahagia Community Garden, , ,1.326524610616266,103.85810567028383, 
276,Cecil Court,"138, Cecil Street",069538,1.2808251194605091,103.84867964786558,yes building
277,The Globe,"100, Cecil Street",069532,1.281137538073685,103.8489604747057,yes building
278,Telok Ayer Chinese Methodist Church,"235, Telok Ayer Street",068656,1.278476944990906,103.8470112277131,"church building, place_of_worship amenity"
279,Telok Ayer Park, , ,1.278052518459345,103.84673032436595, 
280,Bike Plus,"833, Bukit Timah Road",279887,1.3316512,103.7943131,bicycle shop
281,Braddell Park, , ,1.339280209954401,103.84497161862285, 
282,McDonald's, , ,1.2648062,103.8204787,restaurant amenity
283,Long John Silver, , ,1.2637442,103.8220689,restaurant amenity
284,Food Republic, , ,1.2646789,103.8223039,food_court amenity
285,Food Junction, , ,1.3176679,103.8437021,food_court amenity
286,Delifrance, , ,1.3105787,103.8463507,bakery shop
287,Kopitiam, , ,1.3105932999999999,103.8462357,food_court amenity
288,KFC, , ,1.2651105999999999,103.8200263,"fast_food amenity, chicken cuisine"
289,GV VivoCity, , ,1.2648837,103.8233556,cinema amenity
290,Food Republic, , ,1.3011564,103.8385028,food_court amenity
291,Caldwell House,"30, Victoria Street", ,1.295516573204867,103.85201971595234,yes building
292,SMRT Headquarters, , ,1.2945436244745,103.85206001087187,yes building
293,Blk 616, , ,1.384910673729061,103.76110351277455,yes building
294,Blk 614, , ,1.384489333706378,103.76088032928963,yes building
295,Blk 618, , ,1.385391745996721,103.76131680549541,yes building
296,CHIJMES Hall, , ,1.295134833744392,103.85192072127988,yes building
297,MDIS House, , ,1.299017755403032,103.84677149807918,school amenity
298,Blk 72, , ,1.331794859955859,103.77592139541107,yes building
299,808A,"808A, Chai Chee Road", ,1.327009719977053,103.92387641245013,yes building
300,NP Alumni Clubhouse Swimming Pool, , ,1.3307053679980831,103.77607929273871,swimming_pool amenity
301,Wisma Hock Lee Hin,"5, Jalan Wong Ah Fook",80000,1.461415428049972,103.76320877906538,yes building
302,Blk 71, , ,1.331217370613088,103.77593222164174,yes building
303,Blk 51, , ,1.332141174406754,103.77435185702066,school building
304,Wisma Persekutuan, , ,1.4600418,103.7587523,yes building
305,Jumbo Seafood, , ,1.305016,103.9306441,"restaurant amenity, asian cuisine"
306,842D, , ,1.3507828107854,103.9374992934621,yes building
307,The Fullerton Bay Hotel,80, ,1.283227683537311,103.8535076210901,yes building
308,842B, , ,1.351258413516438,103.93696950711058,yes building
309,St. Hilda's Primary School (U/C), , ,1.349302554500597,103.9369913595734,school amenity
310,842C, , ,1.351109067010953,103.93668494684908,yes building
311,Bartley, , ,1.3424382,103.8804493, 
312,Kai Juan,Balestier Road, ,1.3254557999999999,103.8496904,yes shop
313,407, , ,1.362118173739332,103.85525419993341,yes building
314,Delphi, , ,1.3569528085898481,103.85569865589152,yes building
315,Rozel,Ang Mo Kio Avenue 10, ,1.359410679838666,103.85584940896464,"furniture shop, yes building"
316,4023, , ,1.35796943677914,103.85628975904302,yes building
317,552, , ,1.372203049394971,103.85685040790752,yes building
318,Fitness Corner, , ,1.437412,103.8032677, 
319,Fitness Corner, , ,1.4335196,103.7930895, 
320,Fitness Corner, , ,1.4357476999999998,103.7991475, 
321,KFC,Taman Mas Merah, ,1.3083611,103.7622894,"fast_food amenity, chicken cuisine"
322,SingPost Centre, , ,1.318689564139677,103.89379355347123,retail building
323,Blk 260, , ,1.377948589076117,103.77335744525931,yes building
324,Blk 401, , ,1.380626001790875,103.76881978200588,yes building
325,Tulas, , ,1.3079388,103.8507604,"restaurant amenity, indian cuisine"
326,McDonald's, , ,1.298019389375951,103.77119601142921,yes building
327,The Bicycle Hut,"B, Connaught Drive",179682,1.2917993,103.8541083,bicycle_rental amenity
328,Water Sports Centre, , ,1.30097614816366,103.87296493496126,yes building
329,Sports Hub Library, , ,1.301972799284218,103.87418107015246,"yes building, library amenity"
330,Stadium Riverside Park, , ,1.302407585991123,103.87240053163484, 
331,Singapore Sports Museum, , ,1.301422066150847,103.8733992934646,yes building
332,317,"317, Shunfu Road", ,1.352694170635717,103.839103883504,yes building
333,101 Tian Leong Keng Temple, , ,1.357810430019559,103.84064659770378,place_of_worship amenity
334,12,"12, Sector B Sin Ming Ind Estate", ,1.357093117663942,103.84022629104393,yes building
335,FDP Hair Salon,Sims Avenue East, ,1.3204752,103.9127619,hairdresser shop
336,UOB, ,609601,1.334897,103.7468874,atm amenity
337,UOB, ,238801,1.304,103.83204,atm amenity
338,UOB,"1, Jalan Bukit Merah",150001,1.2865053,103.8082353,atm amenity
339,UOB,"447A, Jalan Kayu",791447,1.3922321,103.8726301,atm amenity
340,POSB/OCBC,"41, Jalan Tiga",390041,1.307828,103.8846995,atm amenity
341,UOB,"2, Jurong East Central 1",609731,1.33352,103.740277,atm amenity
342,UOB,"293, Holland Road",278628,1.317502,103.785833,atm amenity
343,UOB, ,608549,1.3330901,103.7435846,atm amenity
344,UOB,"2, Joo Chiat Road",420002,1.316023,103.898231,atm amenity
345,UOB,"55, Benoi Road",629907,1.3261129999999999,103.678479,atm amenity
346,Toh Guan Park with Fitness Corner/Playgrounds/Shelters, , ,1.341272068812617,103.74631551826292, 
347,NTUC Fairprice Finest, , ,1.3004599,103.8371761,supermarket shop
348,Marks & Spencer, , ,1.3008449,103.8450699,department_store shop
349,Toys'R'Us, , ,1.3040734999999999,103.8358819,toys shop
350,Parakletos, , ,1.3026312,103.7925311,"restaurant amenity, greek cuisine"
351,Shunfu Mart, , ,1.352021960011464,103.83694131171407,marketplace amenity
352,Ulu Pandan Depot, , ,1.3306336600397901,103.76002411438064, 
353,Golden Village,Zion Road, ,1.2936298,103.8315828, 
354,"Avis, Budget",Havelock Road, ,1.2897709,103.8351985,car_rental amenity
355,Madrasah Al-Arabiah Al-Islamiah, , ,1.33787507629568,103.85435792203114,yes building
356,JEM Tower, , ,1.333017916355711,103.74339530234444,commercial building
357,20, , ,1.443223485126035,103.78037616046035,industrial building
358,Jurong Community Hospital,"1, Jurong East Street 21",609606,1.332757398043749,103.74649695940842,"yes building, hospital amenity"
359,Okamoto Singapore,"10, Riverside Road",739082,1.444431746909226,103.77876150321094,industrial building
360,Sakya Tenphel Ling Temple, , ,1.3691975788332091,103.95910325779205,"yes building, place_of_worship amenity"
361,New Life Bible Presbyterian Church,"10, Marsiling Lane",739147,1.445043404763634,103.77739756157025,"yes building, place_of_worship amenity"
362,208, , ,1.325455767760684,103.9310859441438,yes building
363,7-Eleven,Eunos Crescent, ,1.3213373,103.9025909,convenience shop
364,Sunshine Bakeries,"2, Admiralty Road West", ,1.464567439743814,103.81321544533928,"bakery shop, yes building"
365,Ketam camp site obs, , ,1.4100389,103.9469181, 
366,Anchor Point for OBS RC, , ,1.4216402,103.9090027, 
367,Oleander Breeze, , ,1.415128581637286,103.84175557250366, 
368,Al Istiqamah Mosque,"2, Seragoon North Avenue 2",555876,1.3691868518312331,103.87565429183638,"yes building, place_of_worship amenity"
369,Blk 35, , ,1.333195598854747,103.77382429720006,yes building
370,23, , ,1.334204765330087,103.88625298283144,yes building
371,Convention Centre, , ,1.332446043639596,103.77534671109366,school building
372,Blk 34, , ,1.333595672547121,103.7740106933049,yes building
373,Wall Street Cafe,"70, South Bridge Road", ,1.2870561,103.8479709,"cafe amenity, sandwich cuisine"
374,7-Eleven, , ,1.2870119,103.8481915,convenience shop
375,Boon Lay Food Court,"221B, Boon Lay Place", ,1.345758951089866,103.71308346822237,"yes building, restaurant amenity"
376,Boon Lay Market,"221A, Boon Lay Place", ,1.345223500000001,103.7128044,"yes building, marketplace amenity"
377,Ancient Egypt, , ,1.2536728,103.8228404, 
378,Far Far Away, , ,1.254964,103.8236226, 
379,Haagen Dazs, , ,1.2514992999999999,103.8180862,ice_cream amenity
380,Sheng Siong Supermarket,"539A, Bedok North Street 3",461539,1.3324582999999999,103.9255633,supermarket shop
