,name,address,postalCode,latitude,longitude,categories
66,"""Heiche"" or Over Kirkyard", , ,55.94641355407512,-3.192037576739654,grave_yard amenity
67,Summerhall Direct, , ,55.9330599571459,-3.147271020142195,yes building
68,Los Cardos,"281, Leith Walk", ,55.9653967,-3.1758863,"fast_food amenity, mexican cuisine"
69,Caledonian Heating and Plumbing,"42, West Gorgie Parks", ,55.9305333,-3.2449298, 
70,City Crafts Ltd,"40, West Gorgie Parks", ,55.9305709,-3.2448547, 
71,Enterprise Car Club, , ,55.9767898,-3.1746009,car_sharing amenity
72,First Call Trade Services,"36-38, West Gorgie Parks", ,55.9307722,-3.2447393,trade shop
73,One Stop Office Supplies Ltd,"20, West Gorgie Parks", ,55.9304755,-3.2440648, 
74,R.D. Joiners,"14, West Gorgie Parks", ,55.9305739,-3.2443236, 
75,Turret Developments Scotland,"22, West Gorgie Parks", ,55.9306783,-3.2438301, 
76,2-T Joiners,"28, West Gorgie Parks", ,55.9307918,-3.2441278, 
77,William Hill, , ,55.9327931,-3.1375571,bookmaker shop
78,Central Carpets,"1, Mill Lane", ,55.9746264,-3.1771962,carpet shop
79,User 2 Computers,"65, Inverleith Row", ,55.9710488,-3.2091439,computer shop
80,Globetrotter,"169, Bruntsfield Place",EH10 4DG,55.9357334,-3.2096441,"fast_food amenity, fish_and_chips cuisine"
81,Bella Hairdressing Salon,"230A, Oxgangs Road North", ,55.9086712,-3.2285671,hairdresser shop
82,Morris Engineering Design Services Consulting Engineers,"36, Craighall Road", ,55.9771006,-3.1973392, 
83,King's Theatre,"2, Leven Street",EH3 9LQ,55.9419123596589,-3.20284714576583,"yes building, theatre amenity"
84,The Empress,"25, Broughton Street", ,55.9570705,-3.1879231,pub amenity
85,Heart of Midlothian, , ,55.9495655,-3.1914772, 
86,Old Police Call Box, , ,55.97674195471716,-3.169548938748969,yes building
87,All About Eve,"118-120, Bruntsfield Place",EH10 4ES,55.9370054,-3.2075881,hairdresser shop
88,Snow Sport Services,"50, Rodney Street", ,55.961909,-3.1951987,sports shop
89,East Gate Coffee Bar, , ,55.9647197,-3.2042135,cafe amenity
90,Cadeaux,"85, Morrison Street", ,55.9456677,-3.2096367,gift shop
91,Hunter,"107, George Street",EH2 3ES,55.9527053,-3.2032771,estate_agent shop
92,Ramsay Asset Management,"81, East London Street", ,55.9599419,-3.1867777999999998, 
93,G & V Royal Mile,"1, George IV Bridge", ,55.9490912,-3.1927585, 
94,Co-op, , ,55.9458272,-3.2086099,convenience shop
95,Westburn Avenue Allotments, , ,55.91210212095902,-3.295074236418097, 
96,Merdos, , ,55.9056645,-3.2224845,fast_food amenity
97,Fryer's Delight, , ,55.9025666,-3.1557515,"fast_food amenity, fish_and_chips cuisine"
98,Tartan Tandoori, , ,55.902247,-3.155977,fast_food amenity
99,Bishop Newsagents, , ,55.9807117,-3.177855,newsagent shop
100,City Car Club, , ,55.9029787,-3.1537885,car_sharing amenity
101,Class Barbers, , ,55.9021454,-3.1558951,hairdresser shop
102,Shandwick's,"4, South Charlotte Street", ,55.950708,-3.2063304,pub amenity
103,Acorn Lodge,"26, Pilrig Street", ,55.9643933,-3.1793212, 
104,Coda Music,"12, Bank Street", ,55.9499235,-3.1931042,music shop
105,Bonnie's Guest House,"11, McDonald Road", ,55.9617824,-3.1811804, 
106,Miller & Carter,"31, Frederick Street", ,55.9526921,-3.1998924,"restaurant amenity, steak_house cuisine"
107,Ecosse,"15, McDonald Road", ,55.9618417,-3.1812818, 
108,Ardmor House,"74, Pilrig Street", ,55.9658545,-3.1810843, 
109,Hutton Roof, , ,55.946772137834266,-3.1903438297317672, 
110,Italian on Mound,"15, Bank Street", ,55.9498425,-3.1930486,fast_food amenity
111,Stewart Christie and Co,"63, Queen Street", ,55.9536238,-3.2048494, 
112,Gifford House,"103, Dalkeith Road",EH16 5AJ,55.9361591,-3.1696021, 
113,Madeleine,"27B, Raeburn Place", ,55.9588831,-3.2114011,cafe amenity
114,The Witchery,Castlehill, ,55.9488068,-3.1956257,restaurant amenity
115,35, , ,55.93917931104186,-3.2035022603196612, 
116,34, , ,55.93936109999999,-3.203770099999999, 
117,Muirs Hair Salon,"3, Morningside Drive",EH10 5LZ,55.9241909,-3.2103794,hairdresser shop
118,32, , ,55.9391414,-3.2033729, 
119,33, , ,55.93875251590396,-3.2036521506018882, 
120,George Hughes,"197, Bruntsfield Place", ,55.9349943,-3.2098368,seafood shop
121,"TA Centre, Alnwickhill Road", , ,55.908241983767674,-3.169384167780614, 
122,Only Connect, , ,55.906469099999995,-3.4268045000000003, 
123,Summerhall Cafe, , ,55.9400686,-3.1823797,cafe amenity
124,The Outhouse Beer Garden, , ,55.957202540864515,-3.186977152781698,biergarten amenity
125,Bar G+V Hotel,"1, George IV Bridge",EH1 1AD,55.9491426,-3.1926944,bar amenity
126,Starbank House, , ,55.97908721737384,-3.200819940450793,detached building
127,Dorval Lighting,"9C, Elizafield", ,55.9709823,-3.1861029,doityourself shop
128,Crown Decorator Centre,"6, Elizafield", ,55.9705642,-3.1853678,paint shop
129,Colin Parker Furniture,"4C, Elizafield", ,55.9699981,-3.1852299, 
130,Change Works,"36, Newhaven Road", ,55.9703611,-3.1862097, 
131,Holland & Barrett,"10, Shandwick Place",EH2 4RN,55.9500545,-3.2088294,health_food shop
132,Paws Perfect,"6, Willowbrae Road", ,55.9547155,-3.1491776,pet shop
133,EVOC,"14, Ashley Place", ,55.9700022,-3.1848681, 
134,Missy Cut and Master Cut,"14, Willowbrae Road", ,55.9544028,-3.1486935,hairdresser shop
135,Boscolo Bathrooms,"17, North West Circus Place", ,55.9574141,-3.2066977,bathroom_furnishing shop
136,Kenny MacAskill MSP Office,"16, Willowbrae Road", ,55.954341,-3.148586, 
137,Ladbrokes,"9-10, Piershill Place", ,55.9549435,-3.1471975,bookmaker shop
138,Lethem Park, , ,55.97255074056392,-3.193878349216437, 
139,Guchhi India,"50, East Fountainbridge",EH3 9BH,55.9450484,-3.2047027,"restaurant amenity, indian cuisine"
140,Vincent Bell,"23-24, North West Circus Place",EH3 6SX,55.9574702,-3.2070328,hairdresser shop
141,St Paul's & St George's,Broughton Street,EH1 3RH,55.95675635553688,-3.1886196418057198,"church building, place_of_worship amenity"
142,East Princes Street Gardens, , ,55.95126128681729,-3.193363199221807, 
143,Pippin,"30, Haymarket Terrace", ,55.9460126,-3.2201782,gift shop
144,"College of Arts, Humanities and Social Sciences","55-60, George Square", ,55.9441845,-3.1872872,university building
145,Bar 50,"50, Blackfriars Street", ,55.9492302,-3.1861131,bar amenity
146,Courtyard Marriott, , ,55.91140498331909,-3.315978676531706,hotel building
147,Niddrie Bowling Club Pavilion, , ,55.93795994592146,-3.083503925493794,club_house building
148,Clubhouse, , ,55.93703129494832,-3.135293004003993,yes building
149,Fat Face, , ,55.9319512,-3.108387,clothes shop
150,Shiraz, , ,55.9380085,-3.1859413,convenience shop
151,Bright Sparks,"65, Telford Road", ,55.9608082,-3.2502942,kindergarten amenity
152,Stockbridge Pharmacy,"35-37, North West Circus Place", ,55.9571426,-3.2068415,pharmacy amenity
153,Willow, , ,55.94292550797808,-3.149119971033657, 
154,Escape Computers, , ,55.9576987,-3.1716546,computer shop
155,Premier, , ,55.9723304,-3.2631859,convenience shop
156,Travelodge Edinburgh Central Waterloo Place,"17, Waterloo Place",EH1 3BG,55.9537287,-3.1876317, 
157,GAIA Italian Delicatessen,"32, Crighton Place", ,55.9635024,-3.1777276,"cafe amenity, italian cuisine"
158,Edinburgh Mortgage Centre,"23-24, Crighton Place", ,55.9632696,-3.1779749,financial_advice amenity
159,Vitamin-Shop,"20-21, Crighton Place", ,55.963163,-3.1780881,nutrition_supplements shop
160,Inform, , ,55.9636277,-3.1775765,copyshop shop
161,DNA Hairdressing,"13, Crighton Place", ,55.9629837,-3.1782786,hairdresser shop
162,Apollo Blinds,"14, Crighton Place", ,55.963012,-3.1782485,window_blind shop
163,Bramble,"2, Crighton Place", ,55.9627142,-3.1784045,"cafe amenity, sandwich cuisine"
164,Belle Cheveux,"34, Albert Street", ,55.962699,-3.177536,hairdresser shop
165,Ben Stores Newsagent,"18-20, Albert Street", ,55.9627101,-3.1779712,newsagent shop
166,Premier Express,"124A, Ferry Road", ,55.9745597,-3.1851628,convenience shop
167,One DJ Academy,"152, Ferry Road", ,55.9742988,-3.1870691,music shop
168,Gadget Workshop,"130, Ferry Road", ,55.9745421,-3.1852879,computer shop
169,Fairmilehead Public Park, , ,55.906688732928075,-3.214203163753404, 
170,Smart,"144A, Ferry Road", ,55.974403,-3.18636, 
171,Domestic Gas Services,"27, Summerside Place", ,55.974441,-3.18629,energy shop
172,Moncrieffe House, , ,55.91427690730302,-3.139303307927032,tower_block building
173,Edinburgh Mail Centre, ,EH11 4YY,55.92300405782849,-3.306228571928455,sorting_office building
174,South Leith Baptist Church,Casselbank Street,EH6 5HA,55.97032389436729,-3.173907735321841,"church building, place_of_worship amenity"
175,Howard-Johnston Cars,"120, Ferry Road", ,55.9746064,-3.1847461,car shop
176,King George V Park, , ,55.89413370508002,-3.314268467974318, 
177,Restoration Yard, , ,55.901614291677085,-3.061038159453435, 
178,Blackhall Library, , ,55.9617824,-3.2613196,charging_station amenity
179,Lochend Castle Doocot, , ,55.962197209713565,-3.160746540326885,yes building
180,Cairn Hotel,"10-18, Windsor Street",EH7 5JR,55.9585469,-3.1823211, 
181,Home Sense, , ,55.934146,-3.1025776,interior_decoration shop
182,Waka,"67, North Castle Street", ,55.9536998,-3.2038425,cafe amenity
183,Oxgangs Police Station, , ,55.9076095619697,-3.228054583247828,"yes building, police amenity"
184,Holyrood Coffee Shop,"1, Holyrood Road", ,55.949309,-3.1830646,fast_food amenity
185,Craigmillar Park Golf Club, , ,55.920633134811084,-3.177397751749404, 
186,Scottish Government, , ,55.978535091089945,-3.173608796993312,yes building
187,Institute of Occupational Medicine, , ,55.91551799640938,-3.323756013807657,yes building
188,Institute of Occupational Medicine, , ,55.91520748669854,-3.323562135755469,yes building
189,The Murrayfield Laundrette,"1, Murrayfield Place", ,55.9462854,-3.2362976,laundry shop
190,Tailor Made for Style,"5, Meadowbank Place", ,55.9552501,-3.1547514,tailor shop
191,McColl's, , ,55.9467683,-3.2161434,bookmaker shop
192,The National Records of Scotland, , ,55.95378828027666,-3.189315903499303,yes building
193,Morrison Business Centre,"89-91, Morrison Street", ,55.9456933,-3.2097923, 
194,Barbarossa,"113-115, Morrison Street", ,55.9458454,-3.2105172,hairdresser shop
195,McLean Barbers,"34, Parsons Green Terrace", ,55.9549645,-3.1519475,hairdresser shop
196,McColl Associates,"1, Meadowbank Place", ,55.955262,-3.1549816, 
197,Colinton Private Nursery, , ,55.9057242,-3.2545641,kindergarten amenity
198,Meadowbank Clinic,"3, Meadowbank Terrace", ,55.9551613,-3.1554785,massage shop
199,Parsons Green Mini Market,"7-8, Parsons Green Terrace", ,55.9551428,-3.1539685,newsagent shop
200,PC Doctor,"12, Roseburn Terrace", ,55.9456854,-3.2344362,computer shop
201,Style Flooring,"16, Parsons Green Terrace", ,55.9551041,-3.1533443,hardware shop
202,Snappy's,"28, Parsons Green Terrace", ,55.9549818,-3.1522657,cafe amenity
203,Newhaven Community Garden, , ,55.980217756804734,-3.195363559252472, 
204,Siller & Donaldson,"58, Grove Street", ,55.9435914,-3.2115809,antiques shop
205,Westend Hotel,"35, Palmerston Place", ,55.949624299999996,-3.2185163, 
206,Stamper's Grove,"92, Grove Street", ,55.9428985,-3.2111207999999998,art shop
207,Hank's,"162, Fountainbridge", ,55.9428567,-3.2112547,"cafe amenity, sandwich cuisine"
208,Caldow, , ,55.9460465,-3.2218029,hairdresser shop
209,Walter Scotte Global Investment,"3, Charlotte Square", ,55.9525918,-3.2075982, 
210,Rest and Be Thankful, , ,55.9477108,-3.2639521, 
211,Mary Burton Building, , ,55.90884826941909,-3.321199749150016,university building
212,Lord Balerno Building, , ,55.90892828375973,-3.320342193185705,university building
213,Swany's, , ,55.9348007,-3.1789256,pub amenity
214,La P'tite Folie,"9, Randolph Place",EH3 7TE,55.9514989,-3.2098689,"restaurant amenity, french cuisine"
215,The Old Bell,"233-235, Causewayside", ,55.9349346,-3.1790559,pub amenity
216,Morningside United Church, , ,55.93454084928785,-3.209632799618778,"church building, place_of_worship amenity"
217,Colinton Compost, , ,55.89826619273539,-3.276623459963859,yes building
218,People's Postcode Lottery,"76, George Street",EH2 3BU,55.9527052,-3.2008333, 
219,Waterstones, , ,55.9815168,-3.176396,books shop
220,Hugh Robson Building,"10, George Square",EH8 9XD,55.944344679910316,-3.189933687801496,university building
221,International Newsagents,"351, High Street", ,55.9498171,-3.1911893,newsagent shop
222,Kwik Fit,"6, McDonald Road", ,55.961688,-3.1819501,car_repair shop
223,Daniel Johnson MSP,"134, Comiston Road", ,55.9209333,-3.2121352, 
224,Arboretum Playing Fields, , ,55.969666900913175,-3.216665848643401, 
225,LA Hair and Beauty,"133, Comiston Road", ,55.9217127,-3.2112752,beauty shop
226,Abacus Asset Finance,"139, Comiston Road", ,55.9208251,-3.2121891, 
227,Hermitage House, , ,55.91987861664031,-3.200851702698247,yes building
228,Nursing and Staff Employment Agency,"115, Comiston Road", ,55.9220074,-3.2110953, 
229,Dofos,"119, Comiston Road", ,55.9219262,-3.2111477,pet shop
230,The Makar's Rest,"9, North Bank Street",EH1 2LP,55.9498849,-3.1936980999999998,bar amenity
231,White Lady, , ,55.94308190476758,-3.282535361933903,yes building
232,Towerbank Primary School, , ,55.95463459636418,-3.112898508031923,school amenity
233,theworks.co.uk, , ,55.93871952764117,-3.315048799199936,stationery shop
234,St Mary Magdalene, , ,55.940697112965985,-3.120047066939883,"yes building, place_of_worship amenity"
235,One World Shop,Nicolson Square,EH2 4BJ,55.9499489,-3.2065464,yes shop
236,Gogar Tram Depot, , ,55.94014466671767,-3.326346256176703, 
237,Burger,"86, Nicolson Street", ,55.9449161,-3.1837439,fast_food amenity
238,Kite, , ,55.925209242026604,-3.3033983871835932,yes building
239,Breakfast Brunch and Lunch,"65, Pleasance", ,55.9469094,-3.1821262,cafe amenity
240,Bennett's (Scotland) Ltd, , ,55.925457769339026,-3.298557227826317,"car_repair shop, yes building"
241,Dog Aid Society of Scotland,"60, Blackford Avenue", ,55.9262856,-3.1859176,pet shop
242,Military Prison, , ,55.94808597685003,-3.200573356927279,yes building
243,Edinburgh City Private Hire Ltd, , ,55.926772549999995,-3.2938775,yes building
244,Joppa Turrets Guest House,"1, Lower Joppa",EH15 2ER,55.9500438,-3.0990617, 
245,Butler's Chauffeur Drive, , ,55.9422634,-3.3609317,car_rental amenity
246,The Melville,"19-21-23-25, William Street", ,55.9495285,-3.2123275,pub amenity
247,St Andrews Catholic Church, , ,55.95288011108404,-3.226324615555448,"church building, place_of_worship amenity"
248,Jack Kane Sports Centre, , ,55.93196987288816,-3.116686093993697,yes building
249,JP Morgan,"3, Lochside View",EH12 9DH,55.936997296226586,-3.319847199708005,yes building
250,Church Hill Theatre,"33, Morningside Road",EH10 4DR,55.93262915764253,-3.209435234518175,"yes building, theatre amenity"
251,India Today,"176, Morningside Road",EH10 4PU,55.9291119,-3.2097442,"fast_food amenity, indian cuisine"
252,Home Hardware,"169-173, Morningside Road",EH10 4AX,55.9291779,-3.2093503,hardware shop
253,West End Vets,"261-263, Morningside Road",EH10 4RD,55.9269409,-3.2090541,veterinary amenity
254,Good Food,"255, Morningside Road",EH10 4RD,55.9270666,-3.2090598,deli shop
255,Bisque, , ,55.9382751,-3.2057177,bar amenity
256,Bruntsfield Sports,"233, Morningside Road",EH10 4QT,55.9277908,-3.2091663,sports shop
257,Bathstore, , ,55.9317838,-3.2097588,bathroom_furnishing shop
258,electron wheels, , ,55.9438392,-3.2029702,bicycle shop
259,Harmony Employment Agency,"142A, Ferry Road", ,55.9744176,-3.1862665, 
260,Cafe Arista,"94-96, Marchmont Crescent",EH9 1HD,55.9362699,-3.194026,"restaurant amenity, italian cuisine"
261,Cramond Boat Club,"Crammond Boat Club, Riverside",EH4 6NY,55.97859015650852,-3.30150146079638,yes building
262,Chapel Court, , ,55.93129918202358,-3.129824995910048, 
263,Shell Maybury,"166, Glasgow Road",EH12 8LS,55.9409928144854,-3.312870694251329,fuel amenity
264,The Steading,"118-120, Biggar Road",EH10 7DU,55.8904165541372,-3.201149858142178,"yes building, pub amenity"
265,Halfords, , ,55.92667855390954,-3.306568085868602,"car_parts shop, retail building"
266,Bonaly Tower, , ,55.89677342240797,-3.26065380293969,yes building
267,Sainsbury's, , ,55.9578893,-3.2413869,cafe amenity
268,Kristoffersen, , ,55.9319287,-3.2101723,carpet shop
269,SH Jewellery,"98, Morningside Road", ,55.9318816,-3.210165,jewelry shop
270,Gillespie Macandrew, , ,55.9322214,-3.2102149,estate_agent shop
271,Shelter Scotland, , ,55.9317717,-3.2101479,charity shop
272,Technik, , ,55.9318327,-3.2101574,hifi shop
273,Robertsons 37 Bar,"37, Rose Street", ,55.9527425,-3.1977278,pub amenity
274,Jeffrey Street,"12-14, Jeffrey Street", ,55.9510292,-3.1842467,alcohol shop
275,Aquila,"4, Jeffrey Street", ,55.9508678,-3.184139,jewelry shop
276,Corniche,"2, Jeffrey Street", ,55.9508258,-3.1841129,clothes shop
277,Istanbul,"80, Portobello High Street", ,55.9543555,-3.1165047,"fast_food amenity, kebab cuisine"
278,Man on Fire,"180, Portobello High Street", ,55.9526876,-3.1135742,"fast_food amenity, burger cuisine"
279,Dreghorn Barracks, , ,55.90206264160035,-3.238268949347949, 
280,Kennedy Tower, , ,55.927819866298876,-3.213524600435224,yes building
281,Che,"21, Forrest Road",EH1 2QH,55.9461318,-3.1912792,fast_food amenity
282,Institute of Occupational Medicine, , ,55.914005800000005,-3.3246669,yes building
283,Scottish Water, , ,55.91479283873109,-3.327056374470849,yes building
284,Eastern Cemetery, , ,55.962686047624146,-3.168264311990017, 
285,Empires Cafe & Bistro,"24, St Mary's Street", ,55.9500934,-3.1836054,"restaurant amenity, turkish cuisine"
286,7, , ,55.91813478355992,-3.18804430026915, 
287,Inch Park, , ,55.924625592204194,-3.159171179972237, 
288,20, , ,55.93953185643548,-3.200512635317679, 
289,Regis Salon, , ,55.952506,-3.1911367,hairdresser shop
290,Tartan House, , ,55.9524602,-3.1913795,gift shop
291,The Whisky Shop, , ,55.9525428,-3.1910563,alcohol shop
292,Oasis, , ,55.9525353,-3.1916678,clothes shop
293,Gleneagles of Scotland, , ,55.9524249,-3.1916061,clothes shop
294,New Look, , ,55.9526419,-3.191535,clothes shop
295,3 Store,"74-75, Princes Street",EH2 2DF,55.9523064,-3.196096,mobile_phone shop
296,Mohiuddin Jamia Masjid & Education Centre,"123, Great Junction Street",EH6 5JB,55.97221392309054,-3.175178227725469,"church building, place_of_worship amenity"
297,Whittard,"23, Princes Street",EH2 2AN,55.9531742,-3.1910344,tea shop
298,Beachfront B&B,"33, Straiton Place", ,55.9534248,-3.1080298, 
299,The Sir Walter Scott, , ,55.9489492,-3.3629607,pub amenity
300,Craiglockhart Leisure Centre, , ,55.92300156306786,-3.234130117736911,yes building
301,vodafone, , ,55.980829,-3.1786128,mobile_phone shop
302,Locarno Snooker, , ,55.9329648,-3.2354206, 
303,Baxter's,"182, Causewayside", ,55.9356151,-3.179946,hairdresser shop
304,Hair by Colours, , ,55.9357493,-3.1796185,hairdresser shop
305,Tony's Fish Bar, , ,55.9346775,-3.1787784,"fast_food amenity, fish_and_chips cuisine"
306,One Eighty,"180, Causewayside", ,55.935642,-3.1799671,boutique shop
307,Banner of Truth, , ,55.92498595000001,-3.30312415,yes building
308,The Anchor Bar, , ,55.9440195,-3.0600747,pub amenity
309,The Coral Reef,"173, North Bridge Street", ,55.9440259,-3.0605415,"fast_food amenity, fish_and_chips cuisine"
310,Pentland House, , ,55.93003623095243,-3.247918742043777,office building
311,6, , ,55.918623494277675,-3.191458290704021, 
312,Fusion Gourmet,"14-18, Lady Lawson Street",EH3 9DS,55.9463009,-3.2016068,"restaurant amenity, chinese cuisine"
313,Markit,"41, Thistle Street South West Lane", ,55.9535947,-3.1997054, 
314,Kakao by K,"45, Thistle Street", ,55.9540652,-3.199156,clothes shop
315,Rowlands Pharmacy, , ,55.9428432,-3.2880774,pharmacy amenity
316,Sainsbury's Local,"9-10, St Andrew Square",EH2 2AF,55.9533801,-3.1941891,convenience shop
317,Sports Warehouse,"24-26, Coburg Street", ,55.97633410326288,-3.175253589735233,"sports shop, warehouse building"
318,Tiso Edinburgh Outdoor Experience,"41, Commercial Street", ,55.976843044405896,-3.175718784382826,"outdoor shop, yes building"
319,Au Bar,"101, Shandwick Place",EH2 4SD,55.948883,-3.210614,bar amenity
320,Jane Davidson,"52, Thistle Street", ,55.953886,-3.1992782,clothes shop
321,Howie R Nicholsby 21st Century Kilt,"48, Thistle Street", ,55.9539095,-3.1991291,clothes shop
322,Remade in Edinburgh,"17, Guthrie Street", ,55.9482262,-3.1884412,doityourself shop
323,The Adam Mausoleum, , ,55.946044,-3.1927421, 
324,Royal Bank of Scotland, , ,55.94298990720989,-3.288041931687541,"yes building, bank amenity"
325,Ten, , ,55.95353404569661,-3.19496235782877,commercial building
326,Charteris Land,Holyrood Road,EH8 8AQ,55.95011317782964,-3.180990776472864,university building
327,Lu's Tailor,"62, Clerk Street",EH8 9JB,55.941845,-3.1816026,tailor shop
328,The Alexander Graham Bell,"126-128, George Street",EH2 4JZ,55.9518706,-3.2053157,pub amenity
329,Mayfield Bowling Club, , ,55.932595257586755,-3.171606793621717, 
330,Renaissance Restoration,"30, West Annandale Street", ,55.9634465,-3.1905154, 
331,Cashmere House Factory Outlet, , ,55.9490004,-3.19406,gift shop
332,Love Hate Tattoo,"59, Newington Road", ,55.9381075,-3.1784384,tattoo shop
333,Apex 2,"97, Haymarket Terrace", ,55.9456977,-3.223378, 
334,Sue Ryder, , ,55.9686169,-3.1413454,charity shop
335,Kirklands Park Street, , ,55.9596259,-3.4129832, 
336,Lydia Hairdressing,"95, Restalrig Road", ,55.9669672,-3.156712,hairdresser shop
337,Capital Hotel, , ,55.955713989043446,-3.279822179494376,yes building
338,Bike Bothy, , ,55.9101809,-3.3166898,bicycle shop
